date,crop_type,price,demand
2020-01-27,rice,302.15271719338335,115.76832585999041
2020-01-27,soybean,348.4308716627293,107.98107896800735
2020-01-27,barley,169.26739580195618,87.04985083660455
2020-01-28,wheat,196.4065677667962,120.53746372258857
2020-01-28,corn,186.2612537112213,98.21002866647564
2020-01-28,rice,301.4083250118553,118.54433525543588
2020-01-28,soybean,369.37011539741445,108.89426717845666
2020-01-28,barley,156.94931817565498,107.66567179963958
2020-01-29,wheat,198.77562630374973,94.19997863958746
2020-01-29,corn,187.12189240483482,111.77189901002122
2020-01-29,rice,300.4796698495219,103.57657856973366
2020-01-29,soybean,384.3876609899396,105.44718036200071
2020-01-29,barley,163.26143597105806,100.45864781485774
2020-01-30,wheat,201.03945808710648,93.59742361327132
2020-01-30,corn,179.19144138941243,108.26066149064849
2020-01-30,rice,306.6814135395276,111.07616545256818
2020-01-30,soybean,381.5237264080039,90.13135973354997
2020-01-30,barley,151.0846791166538,101.4503103756423
2020-01-31,wheat,222.75148176891446,112.98380158571698
2020-01-31,corn,178.00342918083572,70.98601708418431
2020-01-31,rice,301.97128069647056,134.05738171096652
2020-01-31,soybean,366.368060645472,98.25672291568945
2020-01-31,barley,155.0569791300471,47.84084859981775
2020-02-01,wheat,218.03484928127915,99.70382391391921
2020-02-01,corn,174.99035556551883,106.9747702171845
2020-02-01,rice,302.08563163270526,102.84848808971779
2020-02-01,soybean,375.2517112900349,72.78773794456248
2020-02-01,barley,150.87098084175443,72.93312213613586
2020-02-02,wheat,214.13157964633018,97.90463495171663
2020-02-02,corn,199.08291399627205,116.09581827161786
2020-02-02,rice,306.9165436796718,82.90835397034095
2020-02-02,soybean,370.25888294416177,78.9567019309556
2020-02-02,barley,173.81480144378293,126.48407026840468
2020-02-03,wheat,220.39002149557658,125.01539145211693
2020-02-03,corn,176.98230834017517,120.25155891691873
2020-02-03,rice,301.03528829891377,107.22507674801776
2020-02-03,soybean,342.6700513397308,135.32412945813834
2020-02-03,barley,167.28599789131954,98.21534723878361
2020-02-04,wheat,219.25016773158526,103.87091948911673
2020-02-04,corn,194.42185025798182,102.86906176512751
2020-02-04,rice,301.229335813443,132.3654584208253
2020-02-04,soybean,376.2075606123728,115.85309318259756
2020-02-04,barley,163.19122915275852,82.933635745333
2020-02-05,wheat,216.9891111673185,86.22295434665182
2020-02-05,corn,198.9409336023014,102.2872807893265
2020-02-05,rice,309.227639916015,111.09815952889866
2020-02-05,soybean,369.0785131146307,91.1646363008144
2020-02-05,barley,165.08982282535857,134.6620574142916
2020-02-06,wheat,232.01537315449326,111.75999963800399
2020-02-06,corn,198.01970025100553,105.0936190030254
2020-02-06,rice,294.1790765690486,96.58106241620762
2020-02-06,soybean,351.0097923242487,86.72814184949257
2020-02-06,barley,156.9127548276497,104.37805197483674
2020-02-07,wheat,213.92931402774633,79.80145536559694
2020-02-07,corn,184.21326948941172,94.9549597117373
2020-02-07,rice,311.43879939677595,134.05382340074686
2020-02-07,soybean,372.8824662332474,106.47720806003579
2020-02-07,barley,151.03470257561838,85.48592244645688
2020-02-08,wheat,216.45303752461723,71.6726816013651
2020-02-08,corn,181.049251349198,68.0728258357496
2020-02-08,rice,320.54315095879133,94.50862866024976
2020-02-08,soybean,381.0854397566222,104.28251451657154
2020-02-08,barley,162.86147194876128,85.48086526156112
2020-02-09,wheat,225.6820780977202,108.44453767846625
2020-02-09,corn,184.08842332616481,90.82367021995766
2020-02-09,rice,309.45763812135243,103.92895145487769
2020-02-09,soybean,360.64582035947643,122.3628023473633
2020-02-09,barley,162.14710567381405,85.7815225520698
2020-02-10,wheat,231.0630295019649,117.05655728279464
2020-02-10,corn,201.7163197135353,102.50089327759468
2020-02-10,rice,317.5593167101287,131.0637370160997
2020-02-10,soybean,359.2011080771088,98.75974268192478
2020-02-10,barley,153.74277524212604,110.72242125572822
2020-02-11,wheat,230.04239513353212,88.33052136575564
2020-02-11,corn,191.08124185487517,104.25225858381849
2020-02-11,rice,312.63128802261633,104.33968559695627
2020-02-11,soybean,374.9826577989355,94.59309960443773
2020-02-11,barley,143.635618957305,132.03876318430807
2020-02-12,wheat,229.8442760820041,98.48889088287278
2020-02-12,corn,188.5346030630532,96.71232920909802
2020-02-12,rice,312.46241625015836,123.71170452334596
2020-02-12,soybean,365.1967964483862,124.68073184333751
2020-02-12,barley,168.94201007717325,102.08000400247079
2020-02-13,wheat,235.71408341343798,97.38793521195743
2020-02-13,corn,194.30037708636587,92.67479463187458
2020-02-13,rice,301.1296239549742,113.06105209513596
2020-02-13,soybean,366.15815507643623,73.97193604107662
2020-02-13,barley,149.60171952574896,125.79101292975157
2020-02-14,wheat,213.1257593112425,139.54843936426568
2020-02-14,corn,187.8583532178605,89.5150784945872
2020-02-14,rice,328.73599848937846,65.2810597210386
2020-02-14,soybean,363.0204000619325,103.20487783729851
2020-02-14,barley,142.286713936104,106.91273970862392
2020-02-15,wheat,217.04269908587105,96.88459088097014
2020-02-15,corn,217.5600641677971,80.1740804330674
2020-02-15,rice,319.6796464269197,116.5801387534936
2020-02-15,soybean,381.0235712608876,117.93710338087175
2020-02-15,barley,175.33799908358552,95.14743897303568
2020-02-16,wheat,226.2684428687988,90.26808650052577
2020-02-16,corn,184.50702587943545,91.13847189409921
2020-02-16,rice,322.70568077219,115.47064890833464
2020-02-16,soybean,366.16466652831366,81.80841759731017
2020-02-16,barley,170.7317208053375,94.28566362715304
2020-02-17,wheat,201.05261396918252,110.8784842096429
2020-02-17,corn,195.37630860531175,92.68218215708266
2020-02-17,rice,340.15745038677596,115.01320277196335
2020-02-17,soybean,360.464520058819,61.157914676552686
2020-02-17,barley,170.25686478832478,77.40593249908329
2020-02-18,wheat,224.9004267137432,91.92764062505198
2020-02-18,corn,178.18252723350082,130.45986592721044
2020-02-18,rice,328.35329557292295,90.88816245490277
2020-02-18,soybean,374.6438197263809,96.33788512904178
2020-02-18,barley,163.0503902602674,126.68904280643724
2020-02-19,wheat,220.6419792103603,100.8788125651654
2020-02-19,corn,198.6873651525383,126.92567838667712
2020-02-19,rice,314.99678805496643,115.06403848601313
2020-02-19,soybean,378.4915174819209,112.27151348939861
2020-02-19,barley,177.90552527398393,107.93870146924706
2020-02-20,wheat,209.63289616833296,102.23622637809177
2020-02-20,corn,195.8620131834011,120.7110549108111
2020-02-20,rice,304.46766052362227,115.02759766395127
2020-02-20,soybean,357.35014518474236,103.66504513773758
2020-02-20,barley,149.37510498595645,101.67215156911004
2020-02-21,wheat,209.16986291874835,64.42403959573363
2020-02-21,corn,183.9720696198963,106.91403780225363
2020-02-21,rice,318.8547632804039,103.92340895710421
2020-02-21,soybean,353.89088749420074,108.77699255336867
2020-02-21,barley,143.88540018767793,120.52632956140366
2020-02-22,wheat,222.28633947542926,112.12922184787212
2020-02-22,corn,205.8410179958496,85.85308393964621
2020-02-22,rice,326.24245621819864,113.11720426232193
2020-02-22,soybean,360.82649597295637,64.74558695717496
2020-02-22,barley,143.6769337323293,45.899747557895566
2020-02-23,wheat,221.43676682074064,88.30377899939705
2020-02-23,corn,192.05536029041207,103.34483827210065
2020-02-23,rice,313.7464911916926,113.52014734058814
2020-02-23,soybean,365.76157231185516,93.25706648084898
2020-02-23,barley,156.7575693431068,137.57133638918694
2020-02-24,wheat,212.2293391794499,129.69893559510052
2020-02-24,corn,203.6613619808703,111.93970895557106
2020-02-24,rice,324.37812997859777,132.9157400709546
2020-02-24,soybean,371.95568339365,76.1670319997279
2020-02-24,barley,165.90545685080633,84.18535330993976
2020-02-25,wheat,198.8403657373887,140.40022196332342
2020-02-25,corn,194.16202757753769,129.81126774450055
2020-02-25,rice,325.4844368705245,101.2651857813601
2020-02-25,soybean,380.6290664557409,114.62658589719051
2020-02-25,barley,167.7366939229043,88.96496495820087
2020-02-26,wheat,229.76668357073262,103.79743497529192
2020-02-26,corn,197.39375030539253,97.06246564221006
2020-02-26,rice,302.9457187803546,79.95527807318624
2020-02-26,soybean,368.03140045205555,99.03504427920987
2020-02-26,barley,177.936595142939,69.02689816429637
2020-02-27,wheat,210.91991687618787,80.31098759919858
2020-02-27,corn,192.12595012890836,88.43906032818532
2020-02-27,rice,314.67511033244267,81.09260504108721
2020-02-27,soybean,355.8296338603613,90.69514616785543
2020-02-27,barley,163.82578880480122,107.23103374725981
2020-02-28,wheat,220.32960760475444,100.52249477954054
2020-02-28,corn,206.2437460804132,88.60041192567137
2020-02-28,rice,309.1727817911064,104.9443423270971
2020-02-28,soybean,378.6636282929786,137.4238762551423
2020-02-28,barley,159.45838254881787,119.26233943001967
2020-02-29,wheat,219.41258360539246,72.60959290744692
2020-02-29,corn,195.1641633193238,92.80509576912233
2020-02-29,rice,314.84455729821514,98.84065624400296
2020-02-29,soybean,376.74533915945165,76.86406799301308
2020-02-29,barley,186.31900649490774,83.56732618618858
2020-03-01,wheat,222.43837491382706,120.45717719032099
2020-03-01,corn,196.4539215678034,58.291145129053675
2020-03-01,rice,327.64119912841454,110.76301221714739
2020-03-01,soybean,390.28507612141834,112.04470211642627
2020-03-01,barley,155.55790681252438,118.67640903657693
2020-03-02,wheat,228.2173534163905,111.66474708660934
2020-03-02,corn,186.9635965170046,104.25991263662652
2020-03-02,rice,313.3262909081628,112.40943140472082
2020-03-02,soybean,364.96623868059265,105.61325516725525
2020-03-02,barley,173.71085821145078,113.34874796737056
2020-03-03,wheat,224.89209463853595,88.94641744645409
2020-03-03,corn,202.62522576090194,99.45756531023756
2020-03-03,rice,318.64997456025486,83.64073814964597
2020-03-03,soybean,371.811693467582,121.25389696370009
2020-03-03,barley,180.7945431738074,106.59995025638176
2020-03-04,wheat,213.01804570939947,86.78382687992426
2020-03-04,corn,196.2415182445839,122.88923885124922
2020-03-04,rice,324.01179499401314,82.61338083080574
2020-03-04,soybean,371.3333274897489,127.17174503134174
2020-03-04,barley,143.81261663308175,129.7479357991749
2020-03-05,wheat,227.8931130031717,123.06450151058985
2020-03-05,corn,207.1216022726317,118.53167664118519
2020-03-05,rice,322.8355012996567,125.91675841000581
2020-03-05,soybean,347.4722950658556,85.30119372049009
2020-03-05,barley,149.46306582953235,99.67917297797939
2020-03-06,wheat,230.9877803468703,73.81905874496144
2020-03-06,corn,206.38755718824186,122.14308983306196
2020-03-06,rice,335.77452639630883,79.64968907955887
2020-03-06,soybean,377.6113995731532,95.5330096923398
2020-03-06,barley,164.888678217364,73.80774524045884
2020-03-07,wheat,230.87958505240306,132.37254308827022
2020-03-07,corn,179.55272370470982,107.30141218298809
2020-03-07,rice,306.5473134768831,103.60936748468319
2020-03-07,soybean,370.9455310710664,125.60115701007959
2020-03-07,barley,171.78202904858466,102.99646618720351
2020-03-08,wheat,217.48221614384133,92.45814183980185
2020-03-08,corn,192.63576865679838,109.53753539248359
2020-03-08,rice,316.0030902939456,99.60361010920481
2020-03-08,soybean,353.06192471129276,87.32210761064968
2020-03-08,barley,168.10217523194407,86.87319942352933
2020-03-09,wheat,217.99191790104902,141.25951819812067
2020-03-09,corn,210.37815896984853,83.50658957303963
2020-03-09,rice,312.93316222491177,123.53016895169989
2020-03-09,soybean,371.68272805553516,55.70048802711676
2020-03-09,barley,177.36603723554754,100.30650686051078
2020-03-10,wheat,226.24703036927087,86.84346433333809
2020-03-10,corn,216.04113237922434,119.2492104989179
2020-03-10,rice,311.7949655063539,156.36945435062034
2020-03-10,soybean,375.36563983089104,88.3497306868014
2020-03-10,barley,175.97291735246043,85.96417545024887
2020-03-11,wheat,209.1048253065021,130.71651828859814
2020-03-11,corn,188.26313906295462,105.48643663419719
2020-03-11,rice,292.33932846184223,98.17710023865642
2020-03-11,soybean,376.6216280755627,81.2812553554661
2020-03-11,barley,172.02949020303282,105.62226603392854
2020-03-12,wheat,222.6254774586924,82.59729734391534
2020-03-12,corn,196.6028102370195,94.57207316404337
2020-03-12,rice,299.7361141676056,111.21492068194681
2020-03-12,soybean,370.0787754872658,109.41198321272628
2020-03-12,barley,158.0895532168093,107.77854927931563
2020-03-13,wheat,226.8174735452378,122.25127661466206
2020-03-13,corn,200.23278467911632,129.7168041174666
2020-03-13,rice,327.65684724531513,105.24758687052459
2020-03-13,soybean,363.9135563126831,93.97964722705414
2020-03-13,barley,166.66760923777565,90.61038724433295
2020-03-14,wheat,202.92416088739813,60.62132620119413
2020-03-14,corn,203.46089330605966,111.5957595093267
2020-03-14,rice,321.3403463805839,107.86286202728677
2020-03-14,soybean,373.60149182516966,105.01917771827331
2020-03-14,barley,158.5008322690805,123.97007715864781
2020-03-15,wheat,218.54551865134053,124.82452947919688
2020-03-15,corn,226.0552821376351,109.70443749437382
2020-03-15,rice,317.95304059281096,102.28109238724113
2020-03-15,soybean,371.2219150240823,98.61493757635908
2020-03-15,barley,198.73404562956682,102.46463196108618
2020-03-16,wheat,212.0947262252256,130.83291438503855
2020-03-16,corn,198.23093714484918,85.11362598552583
2020-03-16,rice,318.5861458221274,108.73695044077931
2020-03-16,soybean,385.55240181089084,107.76883114564481
2020-03-16,barley,177.32427302914556,82.82152045046274
2020-03-17,wheat,209.94580242309283,121.48184840489657
2020-03-17,corn,196.65334006615436,95.43988414352013
2020-03-17,rice,323.2900942218807,115.26783291956961
2020-03-17,soybean,375.82927791786665,104.04077214122705
2020-03-17,barley,195.5370154043334,97.03853117504808
2020-03-18,wheat,233.8227952891687,122.7166247288041
2020-03-18,corn,209.28822193259282,88.93271732857703
2020-03-18,rice,318.86216568682516,77.1656620509438
2020-03-18,soybean,377.98852190224665,114.04438875381437
2020-03-18,barley,179.62462479119975,101.02087966108586
2020-03-19,wheat,220.72504870261452,121.49040457860886
2020-03-19,corn,202.90072618135406,124.25780146146245
2020-03-19,rice,333.30958107207607,110.19606128942269
2020-03-19,soybean,364.53596888254935,105.03450026809881
2020-03-19,barley,156.1328342790271,114.58714011589127
2020-03-20,wheat,211.93172893493298,79.03366537918902
2020-03-20,corn,213.2456956141343,97.70167410002767
2020-03-20,rice,328.9290828066118,148.1490085345395
2020-03-20,soybean,371.998024279944,93.88230278978729
2020-03-20,barley,162.62180202105975,103.42855077517027
2020-03-21,wheat,208.5651685201858,103.50787111037654
2020-03-21,corn,191.12908991625895,111.5436604745205
2020-03-21,rice,299.118319223789,131.30784863573092
2020-03-21,soybean,354.3195494512622,87.46194458278161
2020-03-21,barley,164.04607671859418,89.22586396444163
2020-03-22,wheat,230.55561212569538,85.5056478749236
2020-03-22,corn,212.34007376356305,93.73362910083267
2020-03-22,rice,326.8078701462203,77.58277885772092
2020-03-22,soybean,373.9306377739484,64.34606577289941
2020-03-22,barley,168.31138657102878,94.99171073492792
2020-03-23,wheat,222.507216733046,107.4928070495801
2020-03-23,corn,198.9605230495388,113.71216728631114
2020-03-23,rice,318.2501413598297,105.13108287094062
2020-03-23,soybean,373.1468323590809,137.3277180996908
2020-03-23,barley,181.5258739665294,103.35943544888256
2020-03-24,wheat,232.24051334740477,122.46135821289809
2020-03-24,corn,190.38809801437904,75.29533950680535
2020-03-24,rice,318.08153418053166,77.20056673288326
2020-03-24,soybean,377.7750921471678,104.43797076306306
2020-03-24,barley,167.6041717484982,71.23211491429893
2020-03-25,wheat,214.4450557475384,71.02430221942055
2020-03-25,corn,197.06752990208525,96.27514703306757
2020-03-25,rice,320.25886082215163,96.60299806126886
2020-03-25,soybean,368.7231736921742,105.50707236307684
2020-03-25,barley,166.59401497239128,119.48475494866172
2020-03-26,wheat,234.54181997626551,80.88268881608192
2020-03-26,corn,179.49346143557656,112.93014250235204
2020-03-26,rice,324.09026500044854,85.74119614257737
2020-03-26,soybean,355.69416111887125,71.71351396954894
2020-03-26,barley,173.41357231931195,96.85048605045131
2020-03-27,wheat,221.6628853668419,114.46580474731238
2020-03-27,corn,190.12463540385068,55.23806787434823
2020-03-27,rice,326.044762859872,136.40532061528668
2020-03-27,soybean,369.03667962250404,86.80557600656391
2020-03-27,barley,195.22941628245812,94.59479020489036
2020-03-28,wheat,227.439812526061,97.26200997113258
2020-03-28,corn,194.0335700333917,116.9321139744574
2020-03-28,rice,318.110962921394,125.48388252962711
2020-03-28,soybean,355.2618590164452,44.6004055500233
2020-03-28,barley,169.4689222414797,124.75446204426282
2020-03-29,wheat,213.03124331437024,75.07545484199234
2020-03-29,corn,212.54887188697222,132.46644393516692
2020-03-29,rice,304.07190503677685,83.91704038826558
2020-03-29,soybean,387.5667665883796,119.25148690219311
2020-03-29,barley,156.2699024605889,80.76211879532362
2020-03-30,wheat,207.5537416084091,95.05627263410008
2020-03-30,corn,196.69481514839433,103.35401259429156
2020-03-30,rice,337.1037967941461,111.82518793699533
2020-03-30,soybean,381.3875052658047,88.79286910597688
2020-03-30,barley,157.50169001480353,102.4501882838243
2020-03-31,wheat,222.49170990272572,78.76902421469872
2020-03-31,corn,207.0036603314284,120.47688294588855
2020-03-31,rice,316.7915628772858,93.75238371505533
2020-03-31,soybean,367.4011414774918,116.51411767770092
2020-03-31,barley,171.48078332039012,49.70197747296305
2020-04-01,wheat,222.29405983637844,52.496121945844905
2020-04-01,corn,183.9659787125055,98.2649238843598
2020-04-01,rice,309.5474430337678,89.944319270607
2020-04-01,soybean,369.63441334048855,100.56393882934738
2020-04-01,barley,179.7176207336979,91.37031221236003
2020-04-02,wheat,227.47004666534295,133.02037415708318
2020-04-02,corn,200.22977839198083,78.79107269282537
2020-04-02,rice,304.1006772037958,97.21940579781183
2020-04-02,soybean,353.73425452366047,64.9105938638879
2020-04-02,barley,151.96107195710292,125.47988163242778
2020-04-03,wheat,228.23985642481955,98.54688807566824
2020-04-03,corn,190.51559768028193,138.2377852404358
2020-04-03,rice,320.8591364767742,87.60194123317983
2020-04-03,soybean,350.0259069197365,53.868743142691386
2020-04-03,barley,180.4373561100446,83.77692967316779
2020-04-04,wheat,221.91486330517733,145.16615749230846
2020-04-04,corn,191.34737725455406,57.10240654167184
2020-04-04,rice,332.4112802786576,106.32595914779127
2020-04-04,soybean,375.80031421321013,98.99496317301697
2020-04-04,barley,185.14786371435957,76.86056704306617
2020-04-05,wheat,226.37667734866946,81.93251365154356
2020-04-05,corn,179.4602462110688,122.95498778520843
2020-04-05,rice,306.2577258748509,126.25698661450346
2020-04-05,soybean,372.55073213860277,62.26017689261716
2020-04-05,barley,153.7304228108384,116.54464030538936
2020-04-06,wheat,218.10567989765664,119.22280187917865
2020-04-06,corn,184.8196694303431,90.39075856123813
2020-04-06,rice,328.4654135156365,108.02053763834385
2020-04-06,soybean,395.1976011411918,105.65568362839704
2020-04-06,barley,179.96262123880695,65.57885949603052
2020-04-07,wheat,221.03100206181216,81.4710945239956
2020-04-07,corn,201.62504952233022,124.75929555343485
2020-04-07,rice,319.61969428037065,112.50823283773029
2020-04-07,soybean,379.7306731493802,79.56501795723767
2020-04-07,barley,173.19267439103368,87.23423543793996
2020-04-08,wheat,233.7735246985223,71.48821137482093
2020-04-08,corn,193.11864734178667,115.58707209691471
2020-04-08,rice,324.9650783400359,134.80864035426214
2020-04-08,soybean,379.66121382372575,111.60696717575752
2020-04-08,barley,171.21095504933487,128.78297433900715
2020-04-09,wheat,210.6577561062325,105.69287793381088
2020-04-09,corn,208.0768904832026,61.62312443843928
2020-04-09,rice,312.61848696702714,98.3981632288677
2020-04-09,soybean,351.58306517635793,97.38765503326294
2020-04-09,barley,170.36537970488018,79.44740380875828
2020-04-10,wheat,222.15627626609054,95.31833807230159
2020-04-10,corn,213.90338166601398,131.57754466337553
2020-04-10,rice,315.2747557158314,112.10945117468981
2020-04-10,soybean,370.43610921302525,130.4303915873689
2020-04-10,barley,170.95437854023234,126.15489129276685
2020-04-11,wheat,224.51348204354173,144.51845230039612
2020-04-11,corn,198.87654035950644,91.54196155632279
2020-04-11,rice,314.6516479458495,97.10633816685444
2020-04-11,soybean,377.680848334384,104.96974281038544
2020-04-11,barley,185.8214275400207,66.17087554244901
2020-04-12,wheat,212.82657991254482,96.62833326661922
2020-04-12,corn,190.2872368918049,80.86819024685019
2020-04-12,rice,310.3684768243709,85.14888901001355
2020-04-12,soybean,367.4357566075639,114.90398685380458
2020-04-12,barley,156.5682687422036,135.6485144666662
2020-04-13,wheat,214.68231106261712,110.50574408823189
2020-04-13,corn,217.34543783288046,142.1588362344399
2020-04-13,rice,326.20628483247555,107.45882101758295
2020-04-13,soybean,379.9092722958978,56.321175054264344
2020-04-13,barley,179.2661592428482,107.5489121347155
2020-04-14,wheat,222.95043288337678,119.42359885889647
2020-04-14,corn,209.79048365115784,85.56372145903002
2020-04-14,rice,322.46198274013136,103.33348463102814
2020-04-14,soybean,373.6802886065758,121.24191272503026
2020-04-14,barley,162.01706196095392,44.81009507926827
2020-04-15,wheat,215.26571558320788,88.40737929041953
2020-04-15,corn,204.88047651723102,103.05503914731375
2020-04-15,rice,327.8907168709956,88.918503479217
2020-04-15,soybean,388.008687672921,103.76514638338205
2020-04-15,barley,167.09744407707817,144.6463398785354
